date,price,soy_ret_1d,event_type,direction,primary_driver,secondary_driver,narrative_strength,speculation_level,data_confirmation,fade_risk,oil_chg7,dollar_chg7,rsi_14,vol_30d,mom_5d,mom_20d,news_sentiment,cot_noncomm_long_pct,outcome_1d_pct,outcome_7d_pct,outcome_15d_pct,outcome_30d_pct,fade_occurred_7d
2017-03-13,996.25,0.0,oil_energy,bearish,oil_energy,speculative_mom,0.533,0.908,0.0,0.0,-0.08,-0.008,34.2,0.0103,-0.0297,-0.0593,0.0,0.0,-0.903,0.351,-5.822,-4.191,True
2017-03-14,987.25,-0.903,oil_energy,bearish,oil_energy,speculative_mom,0.687,0.927,0.0,0.0,-0.1052,0.0016,32.3,0.0095,-0.0271,-0.0636,0.0,0.0,1.089,0.38,-5.014,-4.204,True
2017-03-15,998.0,1.089,macro_fx,bullish,macro_fx,oil_energy,0.714,0.836,0.0,0.0,-0.0816,-0.0089,43.2,0.0097,-0.0129,-0.045,0.0,0.0,0.351,0.38,-5.386,-5.235,False
2017-03-16,1001.5,0.351,oil_energy,bearish,oil_energy,macro_fx,0.531,0.89,0.0,0.2,-0.0826,-0.0151,44.1,0.0094,0.0012,-0.0563,0.0,0.0,-0.15,-2.996,-5.991,-5.617,False
2017-03-17,1000.0,-0.15,macro_fx,bullish,macro_fx,speculative_mom,0.555,0.819,0.0,0.2,-0.0298,-0.0173,44.5,0.0094,0.0038,-0.0419,0.0,0.0,-0.05,-2.8,-5.8,-4.1,False
2017-03-22,999.75,-0.175,macro_fx,bullish,macro_fx,oil_energy,0.527,0.724,0.0,0.25,-0.0074,-0.0168,27.5,0.009,0.0018,-0.0225,0.0,0.0,-0.875,-5.376,-5.201,-3.451,False
2017-03-23,991.0,-0.875,macro_fx,bullish,macro_fx,oil_energy,0.585,0.721,0.0,0.126,-0.0004,-0.0191,23.7,0.0085,-0.0105,-0.0203,0.0,0.0,-0.875,-5.323,-3.582,-2.825,False
2017-04-03,938.25,-0.819,speculative_mom,bearish,speculative_mom,oil_energy,0.541,1.0,0.0,0.308,0.0532,0.0078,20.3,0.0078,-0.0342,-0.0862,0.0,0.0,-0.053,1.013,1.732,4.05,False
2017-04-18,946.0,-0.761,macro_fx,bullish,macro_fx,speculative_mom,0.613,0.857,0.0,0.2,0.0137,-0.0116,32.1,0.0067,0.0045,-0.0535,0.0,0.0,0.449,-0.026,2.035,-3.171,True
2017-04-19,950.25,0.449,oil_energy,bearish,oil_energy,macro_fx,0.581,0.845,0.0,0.2,-0.0345,-0.0142,37.3,0.0066,0.0117,-0.0512,0.0,0.0,-0.368,-0.526,1.21,-3.999,False
2017-04-24,961.25,1.078,macro_fx,bullish,macro_fx,oil_energy,0.681,0.764,0.0,0.2,-0.0731,-0.0168,68.9,0.0069,0.0084,-0.0149,0.0,0.0,-0.702,0.442,0.416,-3.927,True
2017-04-25,954.5,-0.702,macro_fx,bullish,macro_fx,oil_energy,0.532,0.769,0.0,0.2,-0.0681,-0.0173,62.5,0.007,0.009,-0.0175,0.0,0.0,-0.917,1.126,2.279,-2.488,True
2017-05-04,965.25,-0.026,oil_energy,bearish,oil_energy,macro_fx,0.743,0.86,0.0,0.0,-0.0815,-0.0006,56.9,0.0074,0.0206,0.0222,0.0,0.0,-0.233,0.0,-2.668,-2.72,True
2017-05-16,976.25,1.14,macro_fx,bullish,macro_fx,speculative_mom,0.624,0.894,0.0,0.009,0.0528,-0.0055,70.5,0.0066,0.0114,0.032,0.0,0.0,-0.051,-3.764,-4.661,-6.376,False
2017-05-17,975.75,-0.051,macro_fx,bullish,macro_fx,oil_energy,0.539,0.867,0.0,0.0,0.0569,-0.0174,70.0,0.0066,0.0146,0.0268,0.0,0.0,-0.051,-5.047,-3.869,-6.175,False
2017-05-18,944.75,-3.177,macro_fx,bullish,macro_fx,oil_energy,0.525,0.733,0.0,0.0,0.0756,-0.0172,49.8,0.0089,-0.0118,-0.0021,0.0,0.0,-0.051,-5.047,-0.344,-6.175,False
2017-05-19,953.0,0.873,macro_fx,bullish,macro_fx,oil_energy,0.749,0.743,0.0,0.2,0.0634,-0.0253,47.0,0.009,-0.001,0.0021,0.0,0.0,0.367,-3.882,-2.282,1.233,True
2017-05-22,956.5,0.367,macro_fx,bullish,macro_fx,oil_energy,0.773,0.711,0.0,0.0,0.0606,-0.0265,49.3,0.009,-0.0091,-0.0049,0.0,0.0,-0.863,-4.626,-2.509,2.065,False
2017-05-23,948.25,-0.863,macro_fx,bullish,macro_fx,oil_energy,0.56,0.869,0.0,0.0,0.0759,-0.0191,41.6,0.0092,-0.0287,-0.0065,0.0,0.0,0.0,-2.847,-1.74,3.427,False
2017-05-25,939.5,-0.923,oil_energy,bullish,oil_energy,macro_fx,0.752,0.699,0.0,0.0,0.0049,-0.0088,39.3,0.0092,-0.0056,-0.0066,0.0,0.0,-1.384,-1.703,-0.053,8.595,False
2017-05-30,912.75,-1.484,speculative_mom,bearish,speculative_mom,macro_fx,0.508,1.0,0.0,0.188,0.0063,-0.0061,28.2,0.0097,-0.0457,-0.0482,0.0,0.0,0.356,2.766,1.643,11.394,False
2017-06-07,930.75,0.785,oil_energy,bearish,oil_energy,speculative_mom,0.799,0.832,0.0,0.202,-0.0819,-0.0067,29.9,0.0096,0.0161,-0.0357,0.0,0.0,0.779,0.886,-1.8,8.864,False
2017-06-08,938.0,0.779,oil_energy,bearish,oil_energy,speculative_mom,0.517,0.93,0.0,0.2,-0.081,-0.0037,46.2,0.0096,0.0282,-0.0247,0.0,0.0,0.373,-0.027,-2.399,7.569,True
2017-06-14,931.75,-0.08,oil_energy,bearish,oil_energy,speculative_mom,0.578,0.829,0.0,0.2,-0.0563,0.0014,40.2,0.0094,0.0011,-0.0456,0.0,0.0,0.322,-2.925,5.259,6.761,True
2017-06-27,911.25,0.496,macro_fx,bullish,macro_fx,oil_energy,0.768,0.778,0.0,0.0,-0.0112,-0.0071,36.6,0.0095,-0.0178,-0.0016,0.0,0.0,0.302,8.161,9.712,5.679,False
2017-06-29,915.5,0.164,macro_fx,bullish,macro_fx,oil_energy,0.633,0.802,0.0,0.0,0.0393,-0.0217,30.3,0.0092,0.0127,0.0036,0.0,0.0,0.164,11.988,10.213,2.185,False
2017-06-30,942.25,2.922,macro_fx,bullish,macro_fx,speculative_mom,0.566,1.0,0.0,0.139,0.0825,-0.0195,56.7,0.0092,0.0417,0.0228,0.0,0.0,0.164,11.988,5.864,2.185,False
2017-07-03,964.75,2.388,speculative_mom,bullish,speculative_mom,oil_energy,0.823,1.0,0.0,0.2,0.1013,-0.0137,65.5,0.0101,0.064,0.0464,0.0,0.0,1.192,11.988,1.736,-4.457,False
2017-07-05,976.25,1.192,speculative_mom,bullish,speculative_mom,oil_energy,0.899,1.0,0.0,0.2,0.0493,-0.0104,69.4,0.0103,0.0713,0.0571,0.0,0.0,0.461,0.922,1.28,-5.583,False
2017-07-06,980.75,0.461,speculative_mom,bullish,speculative_mom,macro_fx,0.91,1.0,0.0,0.2,0.0493,-0.0165,69.8,0.0101,0.073,0.0537,0.0,0.0,0.461,0.433,1.427,-5.149,False
2017-07-07,996.0,1.555,speculative_mom,bullish,speculative_mom,oil_energy,1.0,1.0,0.0,0.249,-0.0002,-0.0048,72.4,0.0105,0.0879,0.0618,0.0,0.0,0.461,0.433,0.477,-5.149,False
2017-07-10,1020.25,2.435,speculative_mom,bullish,speculative_mom,oil_energy,0.996,1.0,0.0,0.35,-0.0076,0.0,77.5,0.011,0.0828,0.0836,0.0,0.0,0.49,-2.009,-2.524,-8.601,True
2017-07-11,1025.25,0.49,speculative_mom,bullish,speculative_mom,macro_fx,0.857,1.0,0.0,0.472,0.0024,0.0012,83.6,0.0106,0.0627,0.1009,0.0,0.0,-0.829,-1.17,-6.413,-8.925,False
2017-07-12,1016.75,-0.829,speculative_mom,bullish,speculative_mom,oil_energy,0.765,1.0,0.0,0.416,-0.0119,0.0014,83.9,0.0102,0.0415,0.0903,0.0,0.0,-0.829,-0.762,-4.942,-8.04,False
2017-07-13,972.5,-4.352,speculative_mom,bearish,speculative_mom,oil_energy,0.414,0.943,0.0,0.2,-0.021,-0.0049,69.7,0.0134,-0.0084,0.0437,0.0,0.0,-0.829,-0.762,-2.262,-8.04,False
2017-07-14,985.25,1.311,macro_fx,bullish,macro_fx,speculative_mom,0.52,0.991,0.0,0.234,0.0312,-0.0123,71.7,0.0135,-0.0108,0.054,0.0,0.0,-0.025,-0.381,-3.654,-4.694,False
2017-07-19,999.75,1.036,speculative_mom,bearish,speculative_mom,oil_energy,0.644,1.0,0.0,0.247,0.0613,-0.013,72.4,0.0135,-0.0167,0.0776,0.0,0.0,1.35,0.1,-3.676,-7.677,True
2017-07-20,1013.25,1.35,speculative_mom,bullish,speculative_mom,macro_fx,0.818,1.0,0.0,0.219,0.0389,-0.0154,74.0,0.0136,0.0419,0.1029,0.0,0.0,-0.419,-1.85,-8.142,-7.599,False
2017-07-21,1009.0,-0.419,speculative_mom,bullish,speculative_mom,macro_fx,0.901,1.0,0.0,0.0,0.0062,-0.0193,68.4,0.0136,0.0241,0.1162,0.0,0.0,-1.14,-1.85,-7.284,-6.64,False
2017-07-24,997.5,-1.14,speculative_mom,bullish,speculative_mom,macro_fx,0.793,1.0,0.0,0.0,0.0056,-0.0183,59.6,0.0139,0.0127,0.1028,0.0,0.0,-1.604,-3.108,-7.218,-3.709,False
2017-07-25,981.5,-1.604,speculative_mom,bearish,speculative_mom,oil_energy,0.641,1.0,0.0,0.2,0.029,-0.0111,51.5,0.0141,-0.0081,0.0824,0.0,0.0,0.739,-3.108,-6.088,-1.732,True
2017-07-26,988.75,0.739,speculative_mom,bearish,speculative_mom,macro_fx,0.653,1.0,0.0,0.2,0.0593,-0.0153,52.3,0.0141,-0.011,0.085,0.0,0.0,0.607,-3.995,-6.776,-2.579,True
2017-07-27,994.75,0.607,speculative_mom,bearish,speculative_mom,oil_energy,0.672,1.0,0.0,0.2,0.0569,-0.0085,49.6,0.0141,-0.0183,0.0883,0.0,0.0,0.603,-3.518,-6.484,-3.845,True
2017-07-28,1000.75,0.603,speculative_mom,bearish,speculative_mom,macro_fx,0.7,1.0,0.0,0.2,0.055,-0.0162,43.5,0.0141,-0.0082,0.0931,0.0,0.0,-0.625,-3.772,-6.32,-4.597,False
2017-08-01,959.5,-3.519,oil_energy,bullish,oil_energy,speculative_mom,0.432,0.856,0.0,0.0,0.0741,-0.0097,33.9,0.0157,-0.0224,-0.0054,0.0,0.0,-0.625,-3.167,-2.684,-5.053,False
2017-08-03,950.5,-1.655,speculative_mom,bearish,speculative_mom,macro_fx,0.561,1.0,0.0,0.148,0.0238,-0.0132,37.9,0.0158,-0.0445,-0.0308,0.0,0.0,-0.625,-3.207,-0.973,0.078,False
2017-08-04,949.25,-0.132,macro_fx,bullish,macro_fx,speculative_mom,0.649,1.0,0.0,0.172,0.017,-0.0014,37.7,0.0155,-0.0515,-0.0469,0.0,0.0,1.106,-2.897,-1.08,1.949,True
2017-08-10,930.75,-3.349,oil_energy,bearish,oil_energy,speculative_mom,0.342,0.868,0.0,0.094,-0.0116,0.004,25.3,0.0169,-0.0208,-0.0429,0.0,0.0,0.0,-2.648,0.591,0.805,False
2017-08-15,921.75,-0.405,speculative_mom,bearish,speculative_mom,macro_fx,0.524,1.0,0.0,0.215,-0.0409,0.0033,26.4,0.0155,-0.0428,-0.0685,0.0,0.0,0.0,2.116,4.638,4.746,False
2017-08-16,921.75,0.0,speculative_mom,bearish,speculative_mom,oil_energy,0.579,1.0,0.0,0.28,-0.0528,0.0006,23.2,0.0153,-0.0428,-0.078,0.0,0.0,0.922,1.871,4.502,4.095,False
2017-08-17,930.25,0.922,speculative_mom,bearish,speculative_mom,oil_energy,0.607,1.0,0.0,0.109,-0.0423,-0.0002,24.5,0.0154,-0.0005,-0.0819,0.0,0.0,0.779,0.537,2.822,4.085,False
